RA,DEC,CLASS,PROB,URL
229.165,2.78686,II,0.999737,https://skyview.gsfc.nasa.gov/cgi-bin/images?position=229.16452999999998%2C2.78686&survey=first&pixels=300%2C300&sampler=LI&size=0.10000000000000002%2C0.10000000000000002&projection=Tan&coordinates=J2000.0&requestID=skv1551882048578&return=FITS
229.168,0.25053,C,1,https://skyview.gsfc.nasa.gov/cgi-bin/images?position=229.16758%2C0.25053000000000003&survey=first&pixels=300%2C300&sampler=LI&size=0.10000000000000002%2C0.10000000000000002&projection=Tan&coordinates=J2000.0&requestID=skv1551882063192&return=FITS
230.69,19.7057,II,0.987705,https://skyview.gsfc.nasa.gov/cgi-bin/images?position=230.69005%2C19.70567&survey=first&pixels=300%2C300&sampler=LI&size=0.10000000000000002%2C0.10000000000000002&projection=Tan&coordinates=J2000.0&requestID=skv1551882085802&return=FITS
230.739,2.92004,BENT,1,https://skyview.gsfc.nasa.gov/cgi-bin/images?position=230.73912%2C2.92004&survey=first&pixels=300%2C300&sampler=LI&size=0.10000000000000002%2C0.10000000000000002&projection=Tan&coordinates=J2000.0&requestID=skv1551882100032&return=FITS
232.533,23.2711,BENT,1,https://skyview.gsfc.nasa.gov/cgi-bin/images?position=232.5332%2C23.27112&survey=first&pixels=300%2C300&sampler=LI&size=0.10000000000000002%2C0.10000000000000002&projection=Tan&coordinates=J2000.0&requestID=skv1551882115045&return=FITS
235.177,42.3601,I,0.999999,https://skyview.gsfc.nasa.gov/cgi-bin/images?position=235.17667999999998%2C42.36007&survey=first&pixels=300%2C300&sampler=LI&size=0.10000000000000002%2C0.10000000000000002&projection=Tan&coordinates=J2000.0&requestID=skv1551882128322&return=FITS
235.328,51.6788,II,0.9734,https://skyview.gsfc.nasa.gov/cgi-bin/images?position=235.32827999999998%2C51.678779999999996&survey=first&pixels=300%2C300&sampler=LI&size=0.10000000000000002%2C0.10000000000000002&projection=Tan&coordinates=J2000.0&requestID=skv1551882148748&return=FITS
239.251,41.5198,II,0.521274,https://skyview.gsfc.nasa.gov/cgi-bin/images?position=239.25072999999998%2C41.51975&survey=first&pixels=300%2C300&sampler=LI&size=0.10000000000000002%2C0.10000000000000002&projection=Tan&coordinates=J2000.0&requestID=skv1551882162489&return=FITS
239.719,26.4386,C,0.994815,https://skyview.gsfc.nasa.gov/cgi-bin/images?position=239.71942%2C26.4386&survey=first&pixels=300%2C300&sampler=LI&size=0.10000000000000002%2C0.10000000000000002&projection=Tan&coordinates=J2000.0&requestID=skv1551882181377&return=FITS
242.289,16.4305,II,0.995251,https://skyview.gsfc.nasa.gov/cgi-bin/images?position=242.28933999999998%2C16.430529999999997&survey=first&pixels=300%2C300&sampler=LI&size=0.10000000000000002%2C0.10000000000000002&projection=Tan&coordinates=J2000.0&requestID=skv1551882202478&return=FITS
242.738,3.36744,I,0.99541,https://skyview.gsfc.nasa.gov/cgi-bin/images?position=242.73798%2C3.36744&survey=first&pixels=300%2C300&sampler=LI&size=0.10000000000000002%2C0.10000000000000002&projection=Tan&coordinates=J2000.0&requestID=skv1551882217501&return=FITS
245.194,43.1532,II,1,https://skyview.gsfc.nasa.gov/cgi-bin/images?position=245.19437000000002%2C43.153209999999994&survey=first&pixels=300%2C300&sampler=LI&size=0.10000000000000002%2C0.10000000000000002&projection=Tan&coordinates=J2000.0&requestID=skv1551882236498&return=FITS
249.018,27.3081,BENT,0.999945,https://skyview.gsfc.nasa.gov/cgi-bin/images?position=249.01757999999998%2C27.30808&survey=first&pixels=300%2C300&sampler=LI&size=0.10000000000000002%2C0.10000000000000002&projection=Tan&coordinates=J2000.0&requestID=skv1551882260263&return=FITS
252.239,26.078,II,0.997947,https://skyview.gsfc.nasa.gov/cgi-bin/images?position=252.23892%2C26.07803&survey=first&pixels=300%2C300&sampler=LI&size=0.10000000000000002%2C0.10000000000000002&projection=Tan&coordinates=J2000.0&requestID=skv1551882284305&return=FITS
252.35,26.5841,I,0.999683,https://skyview.gsfc.nasa.gov/cgi-bin/images?position=252.35005%2C26.584059999999997&survey=first&pixels=300%2C300&sampler=LI&size=0.10000000000000002%2C0.10000000000000002&projection=Tan&coordinates=J2000.0&requestID=skv1551882303064&return=FITS
254.696,62.9402,II,0.750916,https://skyview.gsfc.nasa.gov/cgi-bin/images?position=254.69648999999998%2C62.94016&survey=first&pixels=300%2C300&sampler=LI&size=0.10000000000000002%2C0.10000000000000002&projection=Tan&coordinates=J2000.0&requestID=skv1551882317874&return=FITS
348.925,-0.4353,II,0.999979,https://skyview.gsfc.nasa.gov/cgi-bin/images?position=348.92544%2C-0.4353&survey=first&pixels=300%2C300&sampler=LI&size=0.10000000000000002%2C0.10000000000000002&projection=Tan&coordinates=J2000.0&requestID=skv1551882335421&return=FITS
